% Lao word list with break points
% !! = armageddon (7500)
% ! = nuclear (5000)
% ~ = emergency (1000)
% ~~ = discouraged (100)
% ~~~ = neutral (0)
% ~~~~ = encouraged (-200)
% ~~~~~ = excellent (-400)
% ~~~~~~ = superb (-1000)
% ~S~ = \hspace{0.4em plus 0.2em minus 0.1em}\allowbreak

ກກ| ກກ %
ສ່ຽງໂຊກ| ສ່ຽງ~~ໂຊກ %
ສ້ອຍ| ສ້ອຍ %
ສ້ອມແຊມ| ສ້ອມ~ແຊມ %
ສ້ອມແປງ| ສ້ອມ~ແປງ %
ສ້າງ| ສ້າງ %
ສ້າງຕັ້ງ| ສ້າງ~ຕັ້ງ %
ສ້າງສັນ| ສ້າງ~ສັນ %
ສໍ້| ສໍ້ %
ສໍ້ໂກງ| ສໍ້~~ໂກງ %
ຫງອກ| ຫງອກ %
ຫງອຍ| ຫງອຍ %
ຫຍັງ| ຫຍັງ %
ຫຍັນ| ຫຍັນ %
ຫຍັບ| ຫຍັບ %
ຫຍາບ| ຫຍາບ %
ຫຍາບຄາຍ| ຫຍາບ~ຄາຍ %
ຫຍິບ| ຫຍິບ %
ຫຍິ່ງ| ຫຍິ່ງ %
ຫຍິ່ງຈອງຫອງ| ຫຍິ່ງ~~ຈອງຫອງ %
ຫຍິ່ງຍະໂສ| ຫຍິ່ງ~ຍະໂສ %
ຫຍິ່ງທະນົງ| ຫຍິ່ງ~~ທະນົງ %
ຫຍິ່ງຜະຫຍອງ| ຫຍິ່ງ~~ຜະຫຍອງ %
ຫຍຸ້ງ| ຫຍຸ້ງ %
ຫຍຸ້ງຍາກ| ຫຍຸ້ງ!ຍາກ %
ຫຍ້າ| ຫຍ້າ %
ຫຍໍ່| ຫຍໍ່ %
ຫຍໍ້| ຫຍໍ້ %
ຫຍໍ້ຫຍັນ| ຫຍໍ້ຫຍັນ %
ຫລັງ| ຫລັງ %
ຫວງ| ຫວງ %
ຫວງແຫນ| ຫວງແຫນ %
ຫວນ| ຫວນ %
ຫວນຄືນ| ຫວນ!ຄືນ %
ຫວັງ| ຫວັງ %
ຫວັ່ນໄຫວ| ຫວັ່ນ!ໄຫວ %
ຫວາ| ຫວາ % exclamation
ຫວາດ| ຫວາດ %
ຫວາດກົວ| ຫວາດ~~ກົວ %
ຫວາດຫວັ່ນ| ຫວາດ~~ຫວັ່ນ %
ຫວານ| ຫວານ %
ຫວິດ| ຫວິດ %
ຫວ່າງ| ຫວ່າງ %
ຫວ່ານ| ຫວ່ານ %
ຫວ່ຽງ| ຫວ່ຽງ %
ຫອກ| ຫອກ %
ຫອບ| ຫອບ %
ຫອມ| ຫອມ %
ຫັກ| ຫັກ %
ຫັກລ້າງ| ຫັກ~~ລ້າງ %
ຫັກຫຼັງ| ຫັກ~~ຫຼັງ %
ຫັກເຫ| ຫັກ~ເຫ %
ຫັນ| ຫັນ %
ຫັນເຫ| ຫັນ~ເຫ %
ຫັ້ນ| ຫັ້ນ %
ຫາ| ຫາ %
ຫາກ| ຫາກ %
ຫາກໍ| ຫາກໍ %
ຫາຍ| ຫາຍ %
ຫາຍສະອາດ| ຫາຍ~~ສະ!ອາດ %
ຫາຍະນະ| ຫາຍະນະ %
ຫານ| ຫານ %
ຫາມ| ຫາມ %
ຫາລື| ຫາລື %
ຫາວນອນ| ຫາວ~~ນອນ %
ຫາວ່າ| ຫາ~ວ່າ %
ຫິມະ| ຫິມະ %
ຫິວ| ຫິວ %
ຫິວກະຫາຍ| ຫິວ~~ກະ!ຫາຍ %
ຫິວໂຊ| ຫິວ~ໂຊ %
ຫິວໂຫຍ| ຫິວ~~ໂຫຍ %
ຫີນ| ຫີນ %
ຫີນອ່ອນ| ຫີນ~ອ່ອນ %
ຫີບ| ຫີບ %
ຫຸ້ນ| ຫຸ້ນ %
ຫຸ້ມ| ຫຸ້ມ %
ຫູ| ຫູ %
ຫູ່| ຫູ່ %
ຫົກ| ຫົກ %
ຫົດ| ຫົດ %
ຫົດຫູ່| ຫົດຫູ່ %
ຫົນ| ຫົນ %
ຫົນທາງ| ຫົນ~~ທາງ %
ຫົນແຫ່ງ| ຫົນ~~ແຫ່ງ %
ຫົວ| ຫົວ %
ຫົວຂວັນ| ຫົວ~ຂວັນ %
ຫົວດື້| ຫົວ~ດື້ %
ຫົວປັກຫົວປຳ| ຫົວ~ປັກ~~ຫົວ~ປຳ %
ຫົວແຂງ| ຫົວ~ແຂງ %
ຫົວໜ້າ| ຫົວ~ໜ້າ %
ຫົວໝໍ| ຫົວ~~ໝໍ %
ຫົ່ມ| ຫົ່ມ %
ຫຼກ| ຫຼກ %
ຫຼວງ| ຫຼວງ %
ຫຼວງຫຼາຍ| ຫຼວງ~~ຫຼາຍ %
ຫຼວມ| ຫຼວມ %
ຫຼອກ| ຫຼອກ %
ຫຼອກລວງ| ຫຼອກ~ລວງ %
ຫຼອນ| ຫຼອນ %
ຫຼອມ| ຫຼອມ %
ຫຼະຫຼົມ| ຫຼະຫຼົມ %
ຫຼັກ| ຫຼັກ %
ຫຼັກການ| ຫຼັກ~ການ %
ຫຼັກຂໍ້ເຊື່ອ| ຫຼັກ~~ຂໍ້~~ເຊື່ອ %
ຫຼັກຄຳສອນ| ຫຼັກ~~ຄຳ~~ສອນ %
ຫຼັກຖານ| ຫຼັກ~ຖານ %
ຫຼັກທຳ| ຫຼັກ~ທຳ %
ຫຼັກທຳມະ| ຫຼັກ~~ທຳມະ %
ຫຼັກແຫຼມ| ຫຼັກແຫຼມ %
ຫຼັງ| ຫຼັງ %
ຫຼັງຄາ| ຫຼັງຄາ %
ຫຼັງຈາກ| ຫຼັງ~~ຈາກ %
ຫຼັບ| ຫຼັບ %
ຫຼັ່ງ| ຫຼັ່ງ %
ຫຼັ່ງໄຫຼ| ຫຼັ່ງ~~ໄຫຼ %
ຫຼາກຫຼາຍ| ຫຼາກ~~ຫຼາຍ %
ຫຼາຍ| ຫຼາຍ %
ຫຼາຍທີ່ສຸດ| ຫຼາຍ~~ທີ່~~ສຸດ %
ຫຼານ| ຫຼານ %
ຫຼິ້ນ| ຫຼິ້ນ %
ຫຼີກ| ຫຼີກ %
ຫຼີກລ່ຽງ| ຫຼີກ~~ລ່ຽງ %
ຫຼີ້ນ| ຫຼີ້ນ %
ຫຼື| ຫຼື %
ຫຼືບ| ຫຼືບ %
ຫຼຸຍສ໌| ຫຼຸຍສ໌ % name
ຫຼຸດ| ຫຼຸດ %
ຫຼຸມ| ຫຼຸມ %
ຫຼຸ້ຍ| ຫຼຸ້ຍ %
ຫຼຸ້ຍຫ້ຽນ| ຫຼຸ້ຍ~ຫ້ຽນ %
ຫຼູ| ຫຼູ %
ຫຼູຫຼາ| ຫຼູ~ຫຼາ %
ຫຼົງ| ຫຼົງ %
ຫຼົງຜິດ| ຫຼົງ~~ຜິດ %
ຫຼົງໄຫຼ| ຫຼົງ~ໄຫຼ %
ຫຼົບ| ຫຼົບ %
ຫຼົບຊ່ອນ| ຫຼົບ~ຊ່ອນ %
ຫຼົບລີ້| ຫຼົບ~ລີ້ %
ຫຼົບລີ້ໜີໄພ| ຫຼົບ~~ລີ້~~ໜີ~~ໄພ %
ຫຼົບຫຼີກ| ຫຼົບ~~ຫຼີກ %
ຫຼົບໄພ| ຫຼົບ~ໄພ %
ຫຼົບໜີ| ຫຼົບ~ໜີ %
ຫຼົ່ນ| ຫຼົ່ນ %
ຫຼົ້ມຈົມ| ຫຼົ້ມ~ຈົມ %
ຫຼຽນ| ຫຼຽນ %
ຫຼຽນມາກ| ຫຼຽນ~ມາກ %
ຫຼຽວ| ຫຼຽວ %
ຫຼຽວເບິ່ງ| ຫຼຽວ~ເບິ່ງ %
ຫຼ້ອນ| ຫຼ້ອນ %
ຫຼ້າ| ຫຼ້າ %
ຫຼໍ| ຫຼໍ %
ຫຼໍ່| ຫຼໍ່ %
ຫຼໍ່ລ້ຽງ| ຫຼໍ່~ລ້ຽງ %
ຫຼໍ່ຫຼອມ| ຫຼໍ່~ຫຼອມ %
ຫຼໍ່ເຫຼົາ| ຫຼໍ່~~ເຫຼົາ %
ຫ່ວງ| ຫ່ວງ %
ຫ່ວງໃຍ| ຫ່ວງ~ໃຍ %
ຫ່ອນ| ຫ່ອນ %
ຫ່າງ| ຫ່າງ %
ຫ່າງເຫີນ| ຫ່າງ~ເຫີນ %
ຫ່າຝົນ| ຫ່າ~~ຝົນ %
ຫ່ຽວ| ຫ່ຽວ %
ຫ່ຽວແຫ້ງ| ຫ່ຽວ~~ແຫ້ງ %
ຫ້ວງ| ຫ້ວງ %
ຫ້ວຍ| ຫ້ວຍ %
ຫ້ອງ| ຫ້ອງ %
ຫ້ອຍ| ຫ້ອຍ %
ຫ້ອມລ້ອມ| ຫ້ອມ~ລ້ອມ %
ຫ້າ| ຫ້າ %
ຫ້າມ| ຫ້າມ %
ຫ້າມປາມ| ຫ້າມປາມ %
ຫ້າວຫັນ| ຫ້າວ~ຫັນ %
ຫ້ຽນ| ຫ້ຽນ %
ຫ້ຽມ| ຫ້ຽມ %
ຫໍ| ຫໍ %
ຫໍຄອຍ| ຫໍ!ຄອຍ %
ຫໍເຕັນ| ຫໍ!ເຕັນ %
ຫໍ່| ຫໍ່ %
ຫໍ່ຫຸ້ມ| ຫໍ່~ຫຸ້ມ %
ອວຍພອນ| ອວຍ~ພອນ %
ອວຍໄຊ| ອວຍ~ໄຊ %
ອວດ| ອວດ %
ອວດອົ່ງ| ອວດ!ອົ່ງ %
ອວດອ້າງ| ອວດ!ອ້າງ %
ອອກ| ອອກ %
ອອກແບບ| ອອກ!ແບບ %
ອະຄະຕິ| ອະຄະຕິ %
ອະງຸ່ນ| ອະງຸ່ນ %
ອະຍຸຕິທຳ| ອະຍຸຕິທຳ %
ອະດີດ| ອະດີດ %
ອະດີດຕະການ| ອະດີດຕະ­ການ %  soft-hyphen
ອະທຳ| ອະທຳ %
ອະທິການ| ອະທິການ %
ອະທິຖານ| ອະທິຖານ %
ອະທິບາຍ| ອະທິບາຍ %
ອະນາຄົດ| ອະນາຄົດ %
ອະນາຖາ| ອະນາຖາ %
ອະນາທິປະໄຕ| ອະນາ­ທິປະໄຕ % soft-hyphen
ອະນານິຄົມ| ອະນານິຄົມ %
ອະນຸຍາດ| ອະນຸຍາດ %
ອະນຸພາກ| ອະນຸ!ພາກ %
ອະນຸມັດ| ອະນຸມັດ %
ອະນຸສອນ| ອະນຸສອນ %
ອະນຸສາວະລີ| ອະນຸ­ສາວະລີ % soft-hyphen
ອະພິປາຍ| ອະພິປາຍ %
ອະມະຕະ| ອະມະຕະ %
ອະລັງການ| ອະລັງການ %
ອະວະສານ| ອະວະສານ %
ອະໄພ| ອະໄພ %
ອະໄພຍະໂທດ| ອະໄພຍະໂທດ %
ອະໄວຍະວະ| ອະໄວຍະວະ %
ອັກຄະຕິ| ອັກຄະຕິ %
ອັກຄະທູດ| ອັກຄະທູດ %
ອັກຄະສາວົກ| ອັກຄະ­ສາວົກ % soft-hyphen
ອັກຄະເທວະດາ| ອັກຄະ­ເທວະດາ %  soft-hyphen
ອັກຄຼີປາ| ອັກຄຼີປາ % Agrippa (bible name)
ອັງກິດ| ອັງກິດ % name
ອັດ| ອັດ %
ອັດຕາ| ອັດຕາ %
ອັດສະຈັນ| ອັດສະຈັນ %
ອັດສະຈັນໃຈ| ອັດສະຈັນ~ໃຈ %
ອັດສະຣິຍະ| ອັດສະຣິຍະ %
ອັດສະລິຍະ| ອັດສະລິຍະ %
ອັດສະວິນ| ອັດສະວິນ %
ອັນ| ອັນ %
ອັນຕະລາຍ| ອັນຕະ­ລາຍ % soft-hyphen
ອັນທະພານ| ອັນທະພານ %
ອັນບີເຈນ| ອັນບີເຈນ % name
ອັນເປັນຕາ| ອັນ~~ເປັນ~~ຕາ %
ອັບຊາໂລມ| ອັບຊາໂລມ %
ອັບບາ| ອັບບາ % Abba (father)
ອັບປະຍົດ| ອັບປະຍົດ %
ອັບປາງ| ອັບປາງ %
ອັບຣາມ| ອັບຣາມ % Abram, name
ອັບຣາຮາມ| ອັບຣາຮາມ %
ອັບອາຍ| ອັບອາຍ %
ອັບແສງ| ອັບ~ແສງ %
ອັອກຟອດ| ອັອກຟອດ % Oxford (name)
ອາກາດ| ອາກາດ %
ອາການ| ອາການ %
ອາຄາດ| ອາຄາດ %
ອາຄານ| ອາຄານ %
ອາຄົມ| ອາຄົມ %
ອາຈານ| ອາຈານ %
ອາຊີ| ອາຊີ %
ອາຊີບ| ອາຊີບ %
ອາຍ| ອາຍ %
ອາຍຸ| ອາຍຸ %
ອາຍຸຍືນ| ອາຍຸ~~~ຍືນ %
ອາຍຸວັດທະນະ| ອາຍຸ­ວັດ­ທະນະ %  soft-hyphen
ອາຍຸໝັ້ນຂວັນຍືນ| ອາຍຸ~~ໝັ້ນ~~ຂວັນ~~ຍືນ %
ອາດ| ອາດ %
ອາດຈະ| ອາດ~ຈະ %
ອາດຊະຍາກອນ| ອາດຊະ­ຍາກອນ % soft-hyphen
ອາດຊະຍາກຳ| ອາດ­ຊະຍາ­ກຳ % soft-hyphen
ອາທິດ| ອາ!ທິດ %
ອານາຈັກ| ອານາຈັກ %
ອານານິຄົມ| ອານາ­ນິຄົມ % soft-hyphen
ອານາເຂດ| ອານາເຂດ %
ອານາເນຍ| ອານາເນຍ % name
ອານຸພາບ| ອານຸພາບ %
ອານເບີ| ອານເບີ % name
ອາບ| ອາບ %
ອາຟຣິກາ| ອາຟຣິກາ %
ອາມີເນຍ| ອາມີເນຍ % name
ອາຣັບ| ອາຣັບ %
ອາຣັສ| ອາຣັສ % name
ອາລັກຂາ| ອາລັກຂາ %
ອາລິຍະທຳ| ອາລິຍະທຳ %
ອາລຸນ| ອາລຸນ %
ອາລົມ| ອາລົມ %
ອາລົມຊົ່ວວູບ| ອາລົມ~~ຊົ່ວວູບ %
ອາວະກາດ| ອາວະກາດ %
ອາວຸດ| ອາວຸດ %
ອາວຸໂສ| ອາວຸໂສ %
ອາສາ| ອາສາ %
ອາຫານ| ອາຫານ %
ອາຮາບ| ອາຮາບ % Ahab
ອາຮາມ| ອາຮາມ %
ອາເບັນ| ອາເບັນ % name
ອາເມຣິກັນ| ອາເມຣິກັນ %
ອາເມຣິກາ| ອາເມຣິກາ % name
ອາແມນ| ອາແມນ %
ອາໂມດ| ອາໂມດ % (name) Amos
ອາໂຣນ| ອາໂຣນ %
ອາໂຣນາ| ອາໂຣນາ % name
ອາໄລ| ອາໄລ %
ອາໄສ| ອາໄສ %
ອາໄສຢູ່| ອາໄສ~ຢູ່ %
ອຳນວຍ| ອຳນວຍ %
ອຳນາດ| ອຳນາດ %
ອຳພາງ| ອຳພາງ %
ອຳມະພາດ| ອຳມະພາດ %
ອຳມະຫິດ| ອຳມະຫິດ %
ອຳລາ| ອຳລາ %
ອຳເພີໃຈ| ອຳເພີ~ໃຈ %
ອຳໂນນ| ອຳໂນນ %
ອິດ| ອິດ %
ອິດທິພົນ| ອິດທິພົນ %
ອິດທິຣິດ| ອິດທິຣິດ %
ອິດສະຣາເອນ| ອິດສະ­ຣາເອນ % soft-hyphen
ອິດສະຫຼະ| ອິດສະຫຼະ %
ອິດສະຫຼະພາບ| ອິດສະຫຼະ­ພາບ % soft-hyphen
ອິດສາ| ອິດສາ %
ອິດເມື່ອຍ| ອິດເມື່ອຍ %
ອິນຊີ| ອິນຊີ %
ອິນເດຍ| ອິນເດຍ % name
ອີກ| ອີກ %
ອີຄາບົດ| ອີຄາບົດ % name
ອີງ| ອີງ %
ອີຊາກ| ອີຊາກ % name
ອີຕາລີ| ອີຕາລີ % name
ອີ່ຕົນ| ອີ່ຕົນ %
ອີ່ຕົນສົງສານ| ອີ່ຕົນ~~ສົງສານ %
ອີ່ມ| ອີ່ມ %
ອີ່ມໜຳສຳລານ| ອີ່ມໜຳ~ສຳລານ %
ອີ່ຫຼີ| ອີ່ຫຼີ %
ອຶກກະທຶກນຶກນອງ| ອຶກກະທຶກ~ນຶກນອງ %
ອຶດ| ອຶດ %
ອຶດຢາກ| ອຶດ!ຢາກ %
ອຶດຫິວ| ອຶດ!ຫິວ %
ອຶ້ງ| ອຶ້ງ %
ອື່ນ| ອື່ນ %
ອຸກອັ່ງ| ອຸກອັ່ງ %
ອຸກໃຈ| ອຸກໃຈ %
ອຸດ| ອຸດ %
ອຸດສາຫະ| ອຸດສາຫະ %
ອຸດສາຫະກຳ| ອຸດສາຫະກຳ %
ອຸດົມ| ອຸດົມ %
ອຸດົມການ| ອຸດົມການ %
ອຸດົມຄະຕິ| ອຸດົມຄະຕິ %
ອຸດົມສົມບູນ| ອຸດົມ~~ສົມບູນ %
ອຸທອນ| ອຸທອນ %
ອຸທະຍານ| ອຸທະຍານ %
ອຸທານ| ອຸທານ %
ອຸທາຫອນ| ອຸທາຫອນ %
ອຸທິດ| ອຸທິດ %
ອຸບມຸງ| ອຸບມຸງ %
ອຸບັດ| ອຸບັດ %
ອຸບາຍ| ອຸບາຍ %
ອຸປະກອນ| ອຸປະກອນ %
ອຸປະຖຳ| ອຸປະຖຳ %
ອຸປະນິໄສ| ອຸປະນິໄສ %
ອຸປະມາ| ອຸປະມາ %
ອຸປະສັກ| ອຸປະສັກ %
ອຸປະໄມ| ອຸປະໄມ %
ອູ້ມ| ອູ້ມ %
ອູ້ມຊູ| ອູ້ມຊູ %
ອົກ| ອົກ %
ອົງ| ອົງ %
ອົງກອນ| ອົງກອນ %
ອົງການ| ອົງການ %
ອົງຄະລັກ| ອົງຄະລັກ %
ອົງພຣະຄຣິສ| ອົງ­ພຣະ­ຄຣິສ % soft-hyphen
ອົງພຣະຜູ້ເປັນເຈົ້າ| ອົງ­ພຣະ­ຜູ້­ເປັນ­ເຈົ້າ % soft-hyphen
ອົງສັນຕິຣາດ| ອົງ­ສັນຕິ­ຣາດ % soft-hyphen
ອົດ| ອົດ %
ອົດກັ້ນ| ອົດ!ກັ້ນ %
ອົດທົນ| ອົດທົນ %
ອົດຢາກ| ອົດ!ຢາກ %
ອົດສາ| ອົດສາ %
ອົດສູ| ອົດສູ %
ອົດອອມເກັບທ້ອນ| ອົດ~~ອອມ~~ເກັບ~~ທ້ອນ %
ອົບ| ອົບ %
ອົບພະຍົບ| ອົບພະຍົບ %
ອົບອຸ່ນ| ອົບອຸ່ນ %
ອົບຮົມ| ອົບຮົມ %
ອົບຮົມບົ່ມນິໄສ| ອົບຮົມ~ບົ່ມ~ນິໄສ %
ອຽງ| ອຽງ %
ອ່ອນ| ອ່ອນ %
ອ່ອນນ້ອມ| ອ່ອນນ້ອມ %
ອ່ອນເພຍ| ອ່ອນເພຍ %
ອ່ອນແອ| ອ່ອນແອ %
ອ່າງ| ອ່າງ %
ອ່ານ| ອ່ານ %
ອ່າວ| ອ່າວ %
ອ່ຽງ| ອ່ຽງ %
ອ່ຽງເອນ| ອ່ຽງເອນ %
ອ້ອນ| ອ້ອນ %
ອ້ອນວອນ| ອ້ອນວອນ %
ອ້ອມ| ອ້ອມ %
ອ້ອມກອດ| ອ້ອມ~ກອດ %
ອ້ອມຄ້ອມ| ອ້ອມ~ຄ້ອມ %
ອ້ອມຮອບ| ອ້ອມ~ຮອບ %
ອ້າ| ອ້າ %
ອ້າງ| ອ້າງ %
ອ້າງວ້າງ| ອ້າງ~ວ້າງ %
ອ້າງອີງ| ອ້າງ~ອີງ %
ອ້າຍ| ອ້າຍ %
ອ໊ອກແອ໊ກ| ອ໊ອກ!ແອ໊ກ %
ອໍກັສຕັສ\cs{}ນຽນເດີ| ອໍກັສຕັສ\cs{}ນຽນເດີ %
ອໍແກນ| ອໍແກນ %
ອໍ້| ອໍ້ %
ຮວງ| ຮວງ %
ຮວບຮວມ| ຮວບຮວມ %
ຮວມ| ຮວມ %
ຮວມຕົວ| ຮວມ~ຕົວ %
ຮອງ| ຮອງ %
ຮອງຮັບ| ຮອງ~ຮັບ %
ຮອຍ| ຮອຍ %
ຮອຍດ່າງ| ຮອຍ~ດ່າງ %
ຮອດ| ຮອດ %
ຮອບ| ຮອບ %
ຮອບຄອບ| ຮອບ~ຄອບ %
ຮັກ| ຮັກ %
ຮັກກາຍ| ຮັກກາຍ % name
ຮັກສາ| ຮັກສາ %
ຮັກແພງ| ຮັກແພງ %
ຮັກແພງເອັນດູ| ຮັກແພງ~~ເອັນ!ດູ %
ຮັດ| ຮັດ %
ຮັບ| ຮັບ %
ຮັບຊາບ| ຮັບ~ຊາບ %
ຮັບປະກັນ| ຮັບປະກັນ %
ຮັບຜິດຊອບ| ຮັບ!!ຜິດ!!ຊອບ %
ຮັບຮອງ| ຮັບຮອງ %
ຮັບຮູ້| ຮັບ~ຮູ້ %
ຮັບເຊື່ອ| ຮັບ~ເຊື່ອ %
ຮັບໃຊ້| ຮັບ~ໃຊ້ %
ຮັສ| ຮັສ %
ຮັ່ງ| ຮັ່ງ %
ຮັ່ງມີ| ຮັ່ງມີ %
ຮັ້ວ| ຮັ້ວ %
ຮາກ| ຮາກ %
ຮາກຖານ| ຮາກຖານ %
ຮາກເຫງົ້າ| ຮາກ~ເຫງົ້າ %
ຮາບ| ຮາບ %
ຮາບາກຸກ| ຮາບາກຸກ % name
ຮາເລລູຢາ| ຮາເລລູຢາ %
ຮຳ| ຮຳ %
ຮິນດູ| ຮິນດູ % Hindu
ຮີດ| ຮີດ %
ຮີດຄອງ| ຮີດຄອງ %
ຮີບ| ຮີບ %
ຮີບດ່ວນ| ຮີບດ່ວນ %
ຮີບຮ້ອນ| ຮີບ~ຮ້ອນ %
ຮື້| ຮື້ %
ຮຸກຮານ| ຮຸກ!ຮານ %
ຮຸນແຮງ| ຮຸນ!ແຮງ %
ຮຸ່ງ| ຮຸ່ງ %
ຮຸ່ງອາລຸນ| ຮຸ່ງ~ອາລຸນ %
ຮຸ່ງເຮືອງ| ຮຸ່ງ!ເຮືອງ %
ຮຸ້ງ| ຮຸ້ງ %
ຮຸ້ງກິນນ້ຳ| ຮຸ້ງ~~ກິນ~~ນ້ຳ %
ຮູ| ຮູ %
ຮູບ| ຮູບ %
ຮູບປັ້ນ| ຮູບ~~ປັ້ນ %
ຮູບເຄົາລົບ| ຮູບ~~ເຄົາລົບ %
ຮູບແບບ| ຮູບ~ແບບ %
ຮູເກີໂນ| ຮູເກີໂນ % name
ຮູ້| ຮູ້ %
ຮູ້ຈັກ| ຮູ້~ຈັກ %
ຮູ້ຊຶ້ງ| ຮູ້~ຊຶ້ງ %
ຮູ້ສຶກ| ຮູ້~ສຶກ %
ຮູ້ແຈ້ງ| ຮູ້~ແຈ້ງ %
ຮົກ| ຮົກ %
ຮົກຮ້າງ| ຮົກ!ຮ້າງ %
ຮົບ| ຮົບ %
ຮົ່ມ| ຮົ່ມ %
ຮົ້ວ| ຮົ້ວ %
ຮຽກ| ຮຽກ %
ຮຽກຮ້ອງ| ຮຽກ~ຮ້ອງ %
ຮຽກເອີ້ນ| ຮຽກ~ເອີ້ນ %
ຮຽນ| ຮຽນ %
ຮຽນຮູ້| ຮຽນ~ຮູ້ %
ຮຽບຮຽງ| ຮຽບ~ຮຽງ %
ຮຽບຮ້ອຍ| ຮຽບ~ຮ້ອຍ %
ຮ່ວມ| ຮ່ວມ %
ຮ່ວມມື| ຮ່ວມ~~ມື %
ຮ່ອງ| ຮ່ອງ %
ຮ່ອງຮອຍ| ຮ່ອງ~~ຮອຍ %
ຮ່ອມ| ຮ່ອມ %
ຮ່ອມພູ| ຮ່ອມ~ພູ %
